"","INDINF_CPI_M","INDINF_LOWTARGET","INDINF_UPPTARGET","Volume","Monthly_Change","INDINF_CPI_COMMON_M","INDINF_CPI_MEDIAN_M","INDINF_CPI_TRIM_M"
"322",0.019,0.01,0.03,468283100000,0.0131674181003922,0.018,0.018,0.02
"323",0.019,0.01,0.03,405954520000,-0.0105291197409679,0.018,0.018,0.02
"324",0.022,0.01,0.03,431343790000,0.0337919837405078,0.019,0.019,0.02
"325",0.022,0.01,0.03,415668860000,0.00136155520847026,0.019,0.018,0.019
"326",0.024,0.01,0.03,466118130000,0.0149501039156621,0.018,0.019,0.019
"327",0.022,0.01,0.03,496885260000,-0.0609406352166758,0.017,0.018,0.019
"328",0.009,0.01,0.03,1099685900000,-0.177352403499012,0.016,0.018,0.017
"329",-0.002,0.01,0.03,731447570000,0.104785213205453,0.015,0.019,0.017
"330",-0.004,0.01,0.03,639763690000,0.0278809261106185,0.014,0.018,0.015
"331",0.007,0.01,0.03,706357750000,0.0212206041110274,0.014,0.019,0.017
"332",0.001,0.01,0.03,428480050000,0.0421522114945549,0.013,0.018,0.016
"333",0.001,0.01,0.03,399519560000,0.0213492437372842,0.014,0.019,0.017
"334",0.005,0.01,0.03,493700440000,-0.0237974126032561,0.014,0.02,0.018
"335",0.007,0.01,0.03,443201570000,-0.0335455214115213,0.015,0.02,0.019
"336",0.01,0.01,0.03,568434710000,0.103314455951372,0.015,0.02,0.019
"337",0.007,0.01,0.03,520272890000,0.0141416728594237,0.013,0.019,0.019
"338",0.01,0.01,0.03,501111980000,-0.00552963786971628,0.013,0.019,0.02
"339",0.011,0.01,0.03,537798050000,0.0417200658130013,0.013,0.019,0.02
"340",0.022,0.01,0.03,643758650000,0.0354589021393108,0.015,0.02,0.021
"341",0.034,0.01,0.03,422501790000,0.0217960599882745,0.017,0.022,0.024
"342",0.036,0.01,0.03,285612480000,0.0208704495795113,0.018,0.023,0.027
